accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sensor,timestamp
-0.027550697,0.13992691,-0.21769506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591295781866
0.0,0.0,0.0,-0.002443461,0.009773844,0.0071776668,1.0,0.0,0.0,0.0,gyroscope,3591295781866
0.0,0.0,0.0,0.0,0.0,0.0,0.22348632,0.5547407,0.38816252,-0.70117503,rotation_vector,3591275792916
-0.011158943,0.14571357,-0.22513336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591275792916
0.0,0.0,0.0,0.0,0.0,0.0,0.22349885,0.554834,0.38820124,-0.70107585,rotation_vector,3591295781866
0.0,0.0,0.0,-0.00580322,0.010537425,-0.00030543262,1.0,0.0,0.0,0.0,gyroscope,3591275792916
-0.061481476,0.14268613,-0.20519829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591315747930
0.0,0.0,0.0,0.0,0.0,0.0,0.22375838,0.55505705,0.3881693,-0.7008342,rotation_vector,3591335691104
0.0,0.0,0.0,0.0,0.0,0.0,0.22361477,0.5549283,0.388212,-0.7009583,rotation_vector,3591315747930
-0.02516079,0.14650941,-0.20642477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591335691104
0.0,0.0,0.0,-0.0041233404,0.0070249503,0.020463986,1.0,0.0,0.0,0.0,gyroscope,3591335691104
0.0,0.0,0.0,-0.0021380284,0.008552114,0.014660766,1.0,0.0,0.0,0.0,gyroscope,3591315747930
-0.008892059,0.12577534,-0.14296627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591375600344
-0.014643669,0.10410309,-0.17799586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591355641911
0.0,0.0,0.0,0.0,0.0,0.0,0.2240846,0.55532306,0.3880556,-0.7005821,rotation_vector,3591375600344
0.0,0.0,0.0,0.0,0.0,0.0,0.22393726,0.55518234,0.38811448,-0.7007081,rotation_vector,3591355641911
0.0,0.0,0.0,-0.0035124752,0.008399397,0.02076942,1.0,0.0,0.0,0.0,gyroscope,3591375600344
0.0,0.0,0.0,-0.00580322,0.007941248,0.021838432,1.0,0.0,0.0,0.0,gyroscope,3591355641911
0.0,0.0,0.0,0.00045814895,0.0032070426,0.017104227,1.0,0.0,0.0,0.0,gyroscope,3591415494322
-0.03336525,0.06654906,-0.10361534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591415494322
-0.0013542175,0.07239199,-0.13500828,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591395551148
0.0,0.0,0.0,0.0,0.0,0.0,0.22436202,0.5555351,0.38794878,-0.7003844,rotation_vector,3591415494322
0.0,0.0,0.0,0.0,0.0,0.0,0.22425845,0.5554273,0.38802537,-0.7004606,rotation_vector,3591395551148
0.0,0.0,0.0,-0.0015271631,0.0065668016,0.01786781,1.0,0.0,0.0,0.0,gyroscope,3591395551148
0.0,0.0,0.0,0.0009162979,-0.008552114,0.0154243475,1.0,0.0,0.0,0.0,gyroscope,3591455403561
0.0,0.0,0.0,0.0,0.0,0.0,0.22453885,0.55557865,0.38790646,-0.7003166,rotation_vector,3591435445127
-0.04006195,0.050330877,-0.08904004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591455403561
-0.039607048,0.06394458,-0.09881967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591435445127
0.0,0.0,0.0,0.0,0.0,0.0,0.22466758,0.5556115,0.38777873,-0.70032007,rotation_vector,3591455403561
0.0,0.0,0.0,0.0027488936,-0.0025961774,0.016798794,1.0,0.0,0.0,0.0,gyroscope,3591435445127
0.0,0.0,0.0,-0.015271631,-0.02321288,0.007788532,1.0,0.0,0.0,0.0,gyroscope,3591495297539
-0.046795845,0.03808856,-0.10123718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591495297539
-0.045624733,0.0286417,-0.0823164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591475354366
0.0,0.0,0.0,0.0,0.0,0.0,0.2250757,0.5554425,0.38772273,-0.700354,rotation_vector,3591495297539
0.0,0.0,0.0,0.0,0.0,0.0,0.22487554,0.55555457,0.38773304,-0.70032364,rotation_vector,3591475354366
0.0,0.0,0.0,-0.0067195175,-0.01450805,0.012064588,1.0,0.0,0.0,0.0,gyroscope,3591475354366
0.0,0.0,0.0,-0.03436117,-0.032986723,-0.008093964,1.0,0.0,0.0,0.0,gyroscope,3591535183889
0.0,0.0,0.0,0.0,0.0,0.0,0.2254082,0.5551873,0.38783714,-0.700386,rotation_vector,3591515240715
0.030817032,0.054391623,-0.11761403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591535183889
-0.013818741,0.062380075,-0.10093427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591515240715
0.0,0.0,0.0,0.0,0.0,0.0,0.22569074,0.5548625,0.38801965,-0.70045143,rotation_vector,3591535183889
0.0,0.0,0.0,-0.027183503,-0.031306844,0.00061086525,1.0,0.0,0.0,0.0,gyroscope,3591515240715
0.009885788,0.053472996,-0.12229884,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591555104177
0.0,0.0,0.0,0.0,0.0,0.0,0.22593242,0.55452645,0.38827527,-0.7004979,rotation_vector,3591555104177
0.0,0.0,0.0,0.0,0.0,0.0,0.22604303,0.55425054,0.38843533,-0.7005918,rotation_vector,3591575001575
-0.026151657,0.079283476,-0.13504952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591575001575
0.0,0.0,0.0,-0.010537425,-0.0290161,-0.01160644,1.0,0.0,0.0,0.0,gyroscope,3591575001575
0.0,0.0,0.0,-0.028252518,-0.027641652,-0.013591751,1.0,0.0,0.0,0.0,gyroscope,3591555104177
0.024172783,0.13564897,-0.17516011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591614956591
0.0,0.0,0.0,0.0010690142,-0.026572637,-0.0047342055,1.0,0.0,0.0,0.0,gyroscope,3591594952388
0.0,0.0,0.0,0.0,0.0,0.0,0.22613965,0.5540031,0.3884465,-0.7007502,rotation_vector,3591594952388
0.0,0.0,0.0,-0.0076358155,-0.019394971,0.011911872,1.0,0.0,0.0,0.0,gyroscope,3591694759781
0.0,0.0,0.0,0.0,0.0,0.0,0.2267124,0.5533593,0.38823307,-0.70119196,rotation_vector,3591674816614
0.02546978,0.13757062,-0.14751995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591594952388
0.0,0.0,0.0,0.0,0.0,0.0,0.22714952,0.5531661,0.38815138,-0.7012481,rotation_vector,3591714702951
0.0,0.0,0.0,0.0,0.0,0.0,0.22619589,0.5538551,0.38838127,-0.7008852,rotation_vector,3591614956591
0.0,0.0,0.0,0.008093964,-0.0015271631,0.027030786,1.0,0.0,0.0,0.0,gyroscope,3591774555346
0.0,0.0,0.0,0.0018325958,-0.023518313,-0.0010690142,1.0,0.0,0.0,0.0,gyroscope,3591614956591
0.02859974,0.095392466,-0.29450494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591794506143
0.0,0.0,0.0,0.0,0.0,0.0,0.22804289,0.55360645,0.38745198,-0.70099735,rotation_vector,3591814449310
0.0,0.0,0.0,-0.0021380284,-0.027488936,0.0041233404,1.0,0.0,0.0,0.0,gyroscope,3591634930277
0.0,0.0,0.0,0.0,0.0,0.0,0.22633278,0.55368227,0.38833335,-0.7010041,rotation_vector,3591634930277
0.0,0.0,0.0,0.013591751,0.022449298,0.010537425,1.0,0.0,0.0,0.0,gyroscope,3591894252502
0.03933525,-0.008018255,-0.18561476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591954127785
0.0,0.0,0.0,0.0,0.0,0.0,0.22651277,0.55350876,0.38826478,-0.7011209,rotation_vector,3591654873445
0.07090378,0.17664886,-0.20514458,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591654873445
0.028562546,0.16730618,-0.17701083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591634930277
0.0,0.0,0.0,-0.005955936,-0.02611449,0.0065668016,1.0,0.0,0.0,0.0,gyroscope,3591654873445
0.0,0.0,0.0,-0.007788532,-0.021533,0.00870483,1.0,0.0,0.0,0.0,gyroscope,3591674816614
0.033593178,-0.008742094,-0.17416018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591973979400
0.0,0.0,0.0,0.023823744,0.023365596,-0.009010263,1.0,0.0,0.0,0.0,gyroscope,3592013911515
0.0,0.0,0.0,0.0,0.0,0.0,0.2269079,0.553253,0.38819396,-0.7012342,rotation_vector,3591694759781
0.034765244,0.16275883,-0.21324217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591694759781
0.06091118,0.14765215,-0.19656557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,3591674816614
0.0,0.0,0.0,-0.00076358154,-0.008093964,0.021533,1.0,0.0,0.0,0.0,gyroscope,3591734646119
