timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z
2006340000000,-0.02079606,0.08374834,0.027344227,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2006360000000,0.020043373,0.080379486,0.011267185,0.0,0.0,0.0,0.68219566,-0.331556,0.15260454,-0.63355476
2006380000000,-0.020365715,0.043536663,0.02101326,-0.028405234,-0.005192355,-0.023060163,0.6819664,-0.33184394,0.15267979,-0.6336326
2006400000000,-0.030345678,-0.015479565,0.008399963,-0.02977968,-0.007483099,-0.01817324,0.681818,-0.33211786,0.15269701,-0.6336447
2006420000000,-0.066253185,0.012081146,-0.001543045,-0.014202617,-0.014966198,-0.018478673,0.68172264,-0.33222225,0.15254952,-0.6337281
2006440000000,-0.0692389,0.07649946,-0.0030322075,0.012064588,-0.009010263,-0.017104227,1.0,0.0,0.0,0.0
2006460000000,-0.0408473,0.11734581,0.013287067,0.008093964,-0.0076358155,-0.018478673,0.6816118,-0.33225444,0.15220298,-0.6339139
2006480000000,-0.02293396,0.08306265,0.017813206,-0.011911872,-0.013286319,-0.014966198,0.68148166,-0.3325381,0.15218367,-0.63390964
2006500000000,0.029925108,0.033060074,0.018129349,0.0,0.0,0.0,0.68129164,-0.3328942,0.15223204,-0.6339153
2006520000000,0.048126936,0.045382023,0.011044502,-0.03359759,-0.013744468,-0.01282817,0.6811455,-0.3332118,0.15232283,-0.63388366
2006540000000,0.017712593,0.006128311,-0.043248653,0.0,0.0,0.0,0.6810009,-0.33343917,0.15244243,-0.63389075
2006560000000,0.053567648,0.048891068,0.020819664,-0.018478673,-0.00061086525,-0.008093964,0.6809574,-0.333434,0.15249053,-0.6339286
2006580000000,-0.022723913,0.109033585,0.0072512627,-0.0067195175,0.013591751,-0.0065668016,0.6808679,-0.3334339,0.15264711,-0.6339871
2006600000000,-0.045748234,0.026498795,0.020956516,-0.018936822,0.008246681,0.00030543262,0.68079,-0.3335762,0.15284422,-0.63394845
2006620000000,-0.04429412,0.04402685,0.0033860207,0.0,0.0,0.0,0.6806884,-0.33366865,0.1531181,-0.6339427
2006640000000,-0.06025076,-0.0056390762,0.037930965,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2006660000000,-0.014648199,0.050796986,0.008110523,-0.01786781,0.008552114,-0.0009162979,0.68055725,-0.3337952,0.15342352,-0.6339431
2006680000000,-0.0007586479,0.06859398,-0.06150675,-0.013897184,0.010995574,-0.0018325958,0.6804991,-0.33382025,0.1536174,-0.63394547
2006700000000,0.007688999,0.053171158,0.024380207,-0.030543262,0.021227567,0.0016798794,1.0,0.0,0.0,0.0
2006720000000,0.0,0.0,0.0,-0.03940081,0.0062613687,0.009162978,0.68033415,-0.33413783,0.15424828,-0.6338019
2006740000000,0.0,0.0,0.0,-0.012217305,0.010231993,0.004581489,1.0,0.0,0.0,0.0
