timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z
1771160000000,0.0,0.0,0.0,-3.159395,-0.029168816,0.26710084,1.0,0.0,0.0,0.0
1771180000000,-0.04940796,0.80679,-1.2947204,0.0,0.0,0.0,0.2989637,0.63521534,0.2441473,-0.66896516
1771200000000,0.0,0.0,0.0,-2.8464794,0.3501785,0.20448714,0.32367218,0.633174,0.26481393,-0.65130687
1771220000000,0.11597347,1.3935473,-1.697972,-4.2270346,0.16203201,0.12018774,0.35648915,0.6226429,0.29536954,-0.63086295
1771240000000,-0.08238888,0.62478757,-1.4588399,-5.490304,-0.043982297,0.058948494,0.39313442,0.6030449,0.33240184,-0.60933673
1771260000000,-0.5508747,-0.35281974,-1.4546456,-6.2465553,-0.08689558,0.03726278,0.43169346,0.5757986,0.37074456,-0.58706504
1771280000000,-0.99261665,-2.0558472,-0.7512638,-6.465856,-0.30298916,0.008093964,0.46927598,0.5445347,0.4050992,-0.5649396
1771300000000,-0.29576206,-2.2153125,0.32791722,-5.959143,-0.52183163,0.08032878,0.4993303,0.51628435,0.4315993,-0.54574883
1771320000000,0.24407387,-0.3006766,-0.0060100555,-4.3736424,-0.32696563,0.16203201,0.5181423,0.49958396,0.4477722,-0.53051347
1771340000000,-0.4583435,0.95838916,-1.4164943,-2.9637654,-0.06383542,0.30466905,0.5337842,0.4870159,0.45988962,-0.5161312
1771360000000,-0.4911127,2.1594663,-2.2630928,-3.770413,-0.25977045,0.46502116,0.5606849,0.46172258,0.4786745,-0.49327013
1771380000000,0.024543762,0.54814696,-1.9670799,-5.528025,-0.5713117,0.4569272,0.58552104,0.43587667,0.50851244,-0.45671847
1771400000000,-0.113396645,-2.5658123,-1.8003485,-6.514878,-0.7171558,0.31520647,0.61550003,0.39382464,0.53390604,-0.4254484
1771420000000,0.27809906,-3.630844,-1.4400153,-5.9910607,-0.839787,0.2864958,0.63590765,0.35919932,0.5509383,-0.40381217
1771440000000,1.1078978,-2.2025752,-1.8085246,-4.5721736,-0.81183994,0.45540005,0.6556235,0.33388954,0.55999756,-0.38089147
1771460000000,0.68793964,-0.8140143,-2.5978684,-3.997502,-0.6366743,0.5311473,0.6720585,0.30973387,0.5686566,-0.3592102
1771480000000,0.07893658,-0.8321647,-2.8356462,-4.771163,-0.6441574,0.4529566,0.67818546,0.27667287,0.5970023,-0.3272688
1771500000000,0.50733566,-1.4169955,-3.450359,-5.9519653,-0.82527894,0.3408628,0.6909183,0.23404568,0.61791724,-0.29331326
1771520000000,1.1596041,-1.8747629,-4.3253546,-6.8795643,-0.96974856,0.19226983,0.7102489,0.18036515,0.6329444,-0.24979244
1771540000000,1.1453981,-2.1955242,-4.2019563,-7.6287904,-1.0086912,-0.02733622,0.70913506,0.12017987,0.6611682,-0.2134035
1771560000000,1.5743876,-2.3791986,-4.1874247,-8.100989,-1.1131492,-0.22266038,0.7170152,0.055057917,0.67470026,-0.16624488
1771580000000,1.7722683,-2.0317473,-4.471911,-8.239198,-1.2632693,-0.3912592,0.70850116,-0.010898981,0.6937078,-0.12913883
1771600000000,0.47880745,-1.7563717,-5.18839,-8.184373,-1.1626292,-0.55970526,0.7118759,-0.07392383,0.6941269,-0.07717393
1771620000000,-1.3544445,-1.4822559,-6.101356,-8.0144,-1.0731375,-0.6779077,1.0,0.0,0.0,0.0
1771900000000,0.45124245,2.2845268,-4.9325695,0.0,0.0,0.0,0.37505612,-0.7669548,0.21227828,0.47544855
1771920000000,0.6369753,1.6778386,-4.0858727,-6.4427958,-1.7753271,-1.7449366,0.33741176,-0.7845166,0.16143385,0.4945971
1771940000000,0.55590725,1.6024692,-3.1625898,-6.120717,-1.6951511,-1.7695239,0.3001583,-0.79797494,0.109665915,0.5109936
1771960000000,0.32511044,2.0367374,-3.1134095,-5.424025,-1.5583172,-1.7085901,0.26981378,-0.806138,0.06632748,0.52243936
