timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z
1995440000000,-0.07778239,0.103906155,0.0034689903,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1995460000000,-0.044602633,0.13465166,0.016302109,-0.013897184,-0.01817324,-0.005497787,0.6946207,-0.29471362,0.15575588,-0.63748413
1995480000000,-0.029517293,0.098227024,0.019328594,-0.02611449,-0.024740042,-0.003970624,0.6945875,-0.29501086,0.15570271,-0.6373958
1995500000000,-0.012862682,0.074846745,0.04056263,-0.0364992,-0.02565634,0.0015271631,1.0,0.0,0.0,0.0
1995520000000,-0.002511859,0.02941084,0.06609011,-0.028863383,-0.022296581,0.005192355,0.6944891,-0.29580218,0.15577923,-0.63711756
1995540000000,0.027744293,0.016832829,0.04109049,-0.01160644,-0.010231993,0.0076358155,0.694506,-0.29601315,0.15581232,-0.63699317
1995560000000,0.0035026073,0.08301115,0.044968605,-0.0071776668,-0.0050396384,0.0035124752,0.6945486,-0.29607627,0.15581678,-0.6369162
1995580000000,-0.007279277,0.091389656,0.04492569,-0.014202617,-0.0038179078,-0.0016798794,0.6945355,-0.29614323,0.15584189,-0.6368932
1995600000000,0.014359832,0.11740255,0.04109478,-0.024740042,-0.004581489,-0.006872234,0.6944617,-0.29632533,0.15591438,-0.6368713
1995620000000,0.040961027,0.063810825,0.019564152,-0.02275473,-0.005192355,-0.011759156,0.6943343,-0.29654083,0.1560039,-0.6368879
1995640000000,0.0,0.0,0.0,-0.021533,-0.0062613687,-0.012217305,0.69420284,-0.29675454,0.15605287,-0.63691974
1995660000000,0.012363434,0.083024025,-0.0048675537,0.0,0.0,0.0,0.69408315,-0.2969534,0.15609308,-0.63694763
1995700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.693903,-0.29743868,0.15612741,-0.636909
1995800000000,0.0,0.0,0.0,-0.006414085,-0.005192355,-0.005192355,1.0,0.0,0.0,0.0
1995860000000,6.258488e-05,0.09518814,0.060750008,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1995900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.6934091,-0.29884076,0.1563715,-0.63673085
1995920000000,-0.0011143684,0.09616709,0.012506962,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1995940000000,0.0,0.0,0.0,0.0,0.0,0.0,0.693317,-0.29890522,0.15642293,-0.63678813
1995980000000,0.0,0.0,0.0,0.0,0.0,0.0,0.6932879,-0.29900223,0.15639392,-0.63678133
1996000000000,0.029197097,0.04151678,0.020264626,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1996100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.6938569,-0.2963198,0.15432419,-0.63791955
1996120000000,0.0,0.0,0.0,0.0,0.0,0.0,0.69453335,-0.29417747,0.15216567,-0.63869303
1996160000000,0.0,0.0,0.0,0.0,0.0,0.0,0.6959997,-0.28958544,0.14776093,-0.6402277
1996260000000,0.0789516,-0.06221676,-0.11826086,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1996280000000,0.037484527,0.0152812,-0.08296156,0.008399397,0.023060163,-0.007483099,1.0,0.0,0.0,0.0
1996300000000,0.0,0.0,0.0,-0.02855795,0.038789943,-0.0106901415,1.0,0.0,0.0,0.0
1996360000000,0.09038496,-0.08979511,0.0019464493,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1996460000000,-0.10225892,0.3137474,0.12259054,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1996480000000,0.0,0.0,0.0,-0.08384126,-0.033750303,0.028863383,1.0,0.0,0.0,0.0
1996700000000,-0.007703781,0.0603323,0.022078514,0.0,0.0,0.0,1.0,0.0,0.0,0.0
